content_id,compound_id,health_effect_id,health_effect_name,compound_name
5707,2571,754,cancer preventive,Catechin
5708,2576,754,cancer preventive,
5709,2579,754,cancer preventive,Chrysoeriol
5710,2582,754,cancer preventive,
5711,2593,754,cancer preventive,p-Coumaric acid
5712,2608,754,cancer preventive,Daidzein
5713,2613,754,cancer preventive,Delphinidin
5714,2627,754,cancer preventive,"3,4-Dicaffeoylquinic acid"
5715,2677,754,cancer preventive,Hesperetin
5716,2679,754,cancer preventive,Hesperetin 7-neohesperidoside
5717,2711,754,cancer preventive,Hyperin
5718,2712,754,cancer preventive,Maltol
5719,2728,754,cancer preventive,Isoeugenol
5720,2749,754,cancer preventive,
5721,2775,754,cancer preventive,Aesculetin
5722,2776,754,cancer preventive,Aesculin
5723,2793,754,cancer preventive,Anethole
5724,2798,754,cancer preventive,Apigenin
5725,2806,754,cancer preventive,Aromadendrin
5726,2829,754,cancer preventive,Rhamnetin
5727,2890,754,cancer preventive,
5728,3192,754,cancer preventive,Taurine
5729,3669,754,cancer preventive,Prostaglandin A-1
5730,3673,754,cancer preventive,Prostaglandin E-1
5731,3793,754,cancer preventive,Vanadium
5732,3905,754,cancer preventive,alpha-Cedrene
5733,3992,754,cancer preventive,
5734,4039,754,cancer preventive,Isochlorogenic acid
5735,4098,754,cancer preventive,
5736,4880,754,cancer preventive,OPC
5737,5737,754,cancer preventive,Pectolinarigenin
5738,5753,754,cancer preventive,
5739,5764,754,cancer preventive,Calmodulin
5740,5767,754,cancer preventive,Citrinin
5741,5956,754,cancer preventive,Lignans
5742,6541,754,cancer preventive,Quercetin 3-O-methyl-ether
5743,6944,754,cancer preventive,
5744,7107,754,cancer preventive,Eicosan-1-ol
5745,8323,754,cancer preventive,Pantothenic acid
5746,8394,754,cancer preventive,4-Hexyl-gamma-butyrolactone
5747,8549,754,cancer preventive,Methyleugenol
5748,8782,754,cancer preventive,3-Phenyl-2-propenal
5749,8783,754,cancer preventive,
5750,8786,754,cancer preventive,2-Methylphenol
5751,8790,754,cancer preventive,4-Methylphenol
5752,9068,754,cancer preventive,D-Camphor
5753,9779,754,cancer preventive,(±)-Menthone
5754,10397,754,cancer preventive,
5755,10506,754,cancer preventive,4-Hydroxybenzaldehyde
5756,10510,754,cancer preventive,4-Hydroxybenzoic acid
5757,10555,754,cancer preventive,"3,4-Methylenedioxybenzaldehyde"
5758,10559,754,cancer preventive,trans-Sinapic acid
5759,11333,754,cancer preventive,Hymenoxin
5760,11675,754,cancer preventive,Safrole
5761,11831,754,cancer preventive,Genistein
5762,11869,754,cancer preventive,Naringin
5763,11875,754,cancer preventive,Arachidonic acid
5764,11887,754,cancer preventive,Quercitrin
5765,11907,754,cancer preventive,Quercetin
5766,11939,754,cancer preventive,"3',4',5,7-Tetrahydroxyflavanone"
5767,11941,754,cancer preventive,
5768,12005,754,cancer preventive,Ethyl cinnamate
5769,12011,754,cancer preventive,Indole
5770,12055,754,cancer preventive,Cinnamic acid
5771,12161,754,cancer preventive,Serotonin
5772,12163,754,cancer preventive,Riboflavine
5773,12174,754,cancer preventive,Eugenol
5774,12199,754,cancer preventive,"Di-2-propenyl disulfide, 9CI"
5775,12222,754,cancer preventive,Formononetin
5776,12226,754,cancer preventive,Biochanin A
5777,12228,754,cancer preventive,Daidzin
5778,12295,754,cancer preventive,Curcumin
5779,12322,754,cancer preventive,Sinigrin
5780,12365,754,cancer preventive,beta-Sitosterol
5781,12395,754,cancer preventive,1-Methoxy-4-(2-propenyl)benzene
5782,12414,754,cancer preventive,Capsaicin
5783,12429,754,cancer preventive,Pelargonidin
5784,12443,754,cancer preventive,3-Isothiocyanato-1-propene
5785,12462,754,cancer preventive,Methyl salicylate
5786,12465,754,cancer preventive,alpha-Linolenic acid
5787,12477,754,cancer preventive,Xanthotoxin
5788,12488,754,cancer preventive,Nicotinamide
5789,12578,754,cancer preventive,Ellagic acid
5790,12608,754,cancer preventive,Psoralen
5791,12663,754,cancer preventive,Secoisolariciresinol
5792,12664,754,cancer preventive,Isopimpinellin
5793,12681,754,cancer preventive,L-Cysteine
5794,12686,754,cancer preventive,L-Methionine
5795,12708,754,cancer preventive,Scopoletin
5796,12727,754,cancer preventive,Myricetin
5797,12742,754,cancer preventive,L-Serine
5798,12755,754,cancer preventive,Imperatorin
5799,12763,754,cancer preventive,"(Z,Z)-9,12-Octadecadienoic acid"
5800,12804,754,cancer preventive,Ferulic acid
5801,12805,754,cancer preventive,trans-Ferulic acid
5802,12861,754,cancer preventive,Oleic acid
5803,13037,754,cancer preventive,Oleanolic acid
5804,13258,754,cancer preventive,Luteolin
5805,13403,754,cancer preventive,Selenium
5806,13518,754,cancer preventive,Cucurbitacin B
5807,13570,754,cancer preventive,Limonene
5808,13639,754,cancer preventive,Amygdalin
5809,13708,754,cancer preventive,Miltirone
5810,13724,754,cancer preventive,
5811,13795,754,cancer preventive,Geraniol
5812,13805,754,cancer preventive,Lanosterol
5813,13882,754,cancer preventive,Phloroglucinol
5814,14283,754,cancer preventive,Luteolin 7-glucoside
5815,14297,754,cancer preventive,(Z)-3-Methyl-2-(2-pentenyl)-2-cyclopenten-1-one
5816,14300,754,cancer preventive,(R)-Limonene
5817,14301,754,cancer preventive,(R)-p-Menth-4(8)-en-3-one
5818,14369,754,cancer preventive,
5819,14376,754,cancer preventive,Ursolic acid
5820,14441,754,cancer preventive,24-Methylenecycloartan-3-ol
5821,14475,754,cancer preventive,"(2E,7R,11R)-2-Phyten-1-ol"
5822,14507,754,cancer preventive,Folic acid
5823,14577,754,cancer preventive,
5824,14616,754,cancer preventive,beta-Carotene
5825,14617,754,cancer preventive,Carvone
5826,14657,754,cancer preventive,Myristicin
5827,14817,754,cancer preventive,Carnosol
5828,14943,754,cancer preventive,Linalool
5829,15392,754,cancer preventive,
5830,15473,754,cancer preventive,beta-Ionone
5831,15539,754,cancer preventive,Chrysin
5832,15547,754,cancer preventive,"3,4-Dihydro-2H-1-benzopyran-2-one"
5833,15565,754,cancer preventive,(+)-Aromadendrene
5834,15784,754,cancer preventive,Squalene
5835,15837,754,cancer preventive,
5836,16247,754,cancer preventive,Rosmaridiphenol
5837,16342,754,cancer preventive,Isoliquiritigenin
5838,16396,754,cancer preventive,
5839,16599,754,cancer preventive,Chlorophyll
5840,16709,754,cancer preventive,Cirsilineol
5841,17121,754,cancer preventive,Epicatechin 3-gallate
5842,17407,754,cancer preventive,"7-Methyl-3-methylene-1,6-octadiene"
5843,17810,754,cancer preventive,
5844,21462,754,cancer preventive,Pectic acid
5845,21545,754,cancer preventive,Methylisoeugenol
5846,21782,754,cancer preventive,Vitexin 2''-rhamnoside
5847,12578,755,Candida-secreted-aspartyl-proteinase inhibitor,Ellagic acid
5848,662,756,candidicide,Gallic acid
5849,678,756,candidicide,(S)-Naringenin
5850,838,756,candidicide,Vanillin
5851,963,756,candidicide,Herniarin
5852,1094,756,candidicide,Umbelliferone
5853,1221,756,candidicide,Arbutin
5854,2193,756,candidicide,Anonaine
5855,2584,756,candidicide,Chrysophanol
5856,2653,756,candidicide,Eruboside B
5857,2758,756,candidicide,Pinocembrin
5858,2793,756,candidicide,Anethole
5859,3011,756,candidicide,Dodecanoic acid
5860,3337,756,candidicide,Octanoic acid
5861,3571,756,candidicide,Aluminum
5862,5892,756,candidicide,Parthenolide
5863,8782,756,candidicide,3-Phenyl-2-propenal
5864,8816,756,candidicide,Tamarindienal
5865,9779,756,candidicide,(±)-Menthone
5866,10858,756,candidicide,Rhein
5867,11639,756,candidicide,Ajoene
5868,11907,756,candidicide,Quercetin
5869,12174,756,candidicide,Eugenol
5870,12193,756,candidicide,Allicin
5871,12365,756,candidicide,beta-Sitosterol
5872,12477,756,candidicide,Xanthotoxin
5873,12727,756,candidicide,Myricetin
5874,12729,756,candidicide,Myricetin 3-rhamnoside
5875,12804,756,candidicide,Ferulic acid
5876,13577,756,candidicide,(±)-Borneol
5877,13795,756,candidicide,Geraniol
5878,14301,756,candidicide,(R)-p-Menth-4(8)-en-3-one
5879,14376,756,candidicide,Ursolic acid
5880,14493,756,candidicide,Citronellol
5881,14502,756,candidicide,(-)-Menthol
5882,14515,756,candidicide,5-Isopropyl-2-methylphenol
5883,14619,756,candidicide,"1,8-Cineole"
5884,14620,756,candidicide,Citronellal
5885,14664,756,candidicide,Benzaldehyde
5886,14798,756,candidicide,2-Isopropyl-5-methylphenol
5887,14817,756,candidicide,Carnosol
5888,14913,756,candidicide,Perillaldehyde
5889,14926,756,candidicide,"p-Mentha-1,8-dien-7-ol"
5890,15468,756,candidicide,beta-Pinene
5891,15470,756,candidicide,Aucubin
5892,15740,756,candidicide,beta-Caryophyllene
5893,16256,756,candidicide,Chlorine
5894,16369,756,candidicide,Apigenin 7-glucoside
5895,21545,756,candidicide,Methylisoeugenol
5896,22008,756,candidicide,
5897,2728,757,candidistat,Isoeugenol
5898,11639,757,candidistat,Ajoene
5899,13570,757,candidistat,Limonene
5900,14617,757,candidistat,Carvone
5901,14943,757,candidistat,Linalool
5902,2711,758,capillarifortificant,Hyperin
5903,2711,759,capillarigenic,Hyperin
5904,16396,759,capillarigenic,
5905,2536,760,capillariprotective,Quercetin 3-rutinoside
5906,2680,760,capillariprotective,Hesperidin
5907,4902,760,capillariprotective,Proanthocyanidins
5908,7224,760,capillariprotective,Procyanidin
5909,11907,760,capillariprotective,Quercetin
5910,17706,760,capillariprotective,Leucocyanidin
5911,4880,761,capillaritonic,OPC
5912,362,762,carcinogenic,Estradiol
5913,449,762,carcinogenic,Piperine
5914,633,762,carcinogenic,Kaempferol
5915,662,762,carcinogenic,Gallic acid
5916,847,762,carcinogenic,
5917,885,762,carcinogenic,Hydroquinone
5918,893,762,carcinogenic,Phenol
5919,939,762,carcinogenic,1H-Indole-3-methanol
5920,1111,762,carcinogenic,Chinese tannin
5921,1425,762,carcinogenic,Parasorbic acid
5922,1512,762,carcinogenic,"1,2-Benzenediol"
5923,1977,762,carcinogenic,Xanthine
5924,2250,762,carcinogenic,L-Tryptophan
5925,2542,762,carcinogenic,Bergapten
5926,2558,762,carcinogenic,Caffeic acid
5927,2571,762,carcinogenic,Catechin
5928,3992,762,carcinogenic,
5929,5768,762,carcinogenic,Diethylamine
5930,8549,762,carcinogenic,Methyleugenol
5931,11547,762,carcinogenic,Testosterone
5932,11675,762,carcinogenic,Safrole
5933,11906,762,carcinogenic,"3,3',4,4'-Tetrahydroxylignan"
5934,11907,762,carcinogenic,Quercetin
5935,11941,762,carcinogenic,
5936,12011,762,carcinogenic,Indole
5937,12174,762,carcinogenic,Eugenol
5938,12395,762,carcinogenic,1-Methoxy-4-(2-propenyl)benzene
5939,12414,762,carcinogenic,Capsaicin
5940,12477,762,carcinogenic,Xanthotoxin
5941,12643,762,carcinogenic,Ricinoleic acid
5942,12763,762,carcinogenic,"(Z,Z)-9,12-Octadecadienoic acid"
5943,12801,762,carcinogenic,Estrone
5944,13277,762,carcinogenic,Thymoquinone
5945,13724,762,carcinogenic,
5946,14506,762,carcinogenic,Ascaridole
5947,14619,762,carcinogenic,"1,8-Cineole"
5948,5448,763,carcinostatic,"4,6-Benzylidene-D-glucose"
5949,429,764,cardiac,Salsolinol
5950,2774,764,cardiac,Scoparone
5951,3192,764,cardiac,Taurine
5952,4713,764,cardiac,
5953,12804,764,cardiac,Ferulic acid
5954,15499,764,cardiac,Tetramethylpyrazine
5955,20284,764,cardiac,Trachelogenin
5956,5760,765,cardioactive,alpha-Allocryptopine
5957,710,766,cardiodepressant,Choline
5958,1108,766,cardiodepressant,(S)-[6]-Gingerol
5959,2103,766,cardiodepressant,Carpaine
5960,2456,766,cardiodepressant,Solasonine
5961,2775,766,cardiodepressant,Aesculetin
5962,4644,766,cardiodepressant,
5963,8007,766,cardiodepressant,trans-Isoasarone
5964,11864,766,cardiodepressant,[6]-Shogaol
5965,11888,766,cardiodepressant,2-Methoxyphenol
5966,11941,766,cardiodepressant,
5967,12101,766,cardiodepressant,Solanidine
5968,12295,766,cardiodepressant,Curcumin
5969,3582,767,cardiomyopathogenic,Cobalt
5970,5845,768,cardioparalytic,Plumbagin
5971,565,769,cardioprotective,alpha-Tocopherol
5972,847,769,cardioprotective,
5973,1014,769,cardioprotective,Nicotinic acid
5974,1224,769,cardioprotective,L-Ascorbic acid
5975,2431,769,cardioprotective,gamma-Tocopherol
5976,2451,769,cardioprotective,
5977,2582,769,cardioprotective,
5978,3517,769,cardioprotective,Chromium
5979,3519,769,cardioprotective,
5980,3522,769,cardioprotective,Potassium
5981,3583,769,cardioprotective,Copper
5982,3714,769,cardioprotective,Silicon
5983,3793,769,cardioprotective,Vanadium
5984,4902,769,cardioprotective,Proanthocyanidins
5985,6561,769,cardioprotective,Estrogen
5986,9021,769,cardioprotective,Betaine
5987,10397,769,cardioprotective,
5988,11831,769,cardioprotective,Genistein
5989,13001,769,cardioprotective,Arjunolic acid
5990,13037,769,cardioprotective,Oleanolic acid
5991,13403,769,cardioprotective,Selenium
5992,14376,769,cardioprotective,Ursolic acid
5993,2438,770,cardiosedative,Tracheloside
5994,449,771,cardiotonic,Piperine
5995,455,771,cardiotonic,Theobromine
5996,463,771,cardiotonic,L-Stachydrine
5997,1108,771,cardiotonic,(S)-[6]-Gingerol
5998,2100,771,cardiotonic,Caffeine
5999,2103,771,cardiotonic,Carpaine
6000,2438,771,cardiotonic,Tracheloside
6001,2456,771,cardiotonic,Solasonine
6002,2571,771,cardiotonic,Catechin
6003,2576,771,cardiotonic,
6004,2776,771,cardiotonic,Aesculin
6005,3368,771,cardiotonic,Benzyl acetate
6006,6175,771,cardiotonic,Lithospermic acid
6007,10529,771,cardiotonic,Zingerone
6008,11706,771,cardiotonic,(S)-[8]-Gingerol
6009,11707,771,cardiotonic,(S)-[10]-Gingerol
6010,11864,771,cardiotonic,[6]-Shogaol
6011,11887,771,cardiotonic,Quercitrin
6012,11888,771,cardiotonic,2-Methoxyphenol
6013,11941,771,cardiotonic,
6014,12101,771,cardiotonic,Solanidine
6015,12166,771,cardiotonic,Dopamine
6016,12414,771,cardiotonic,Capsaicin
6017,12753,771,cardiotonic,Hordenine
6018,13037,771,cardiotonic,Oleanolic acid
6019,13044,771,cardiotonic,Maslinic acid
6020,14376,771,cardiotonic,Ursolic acid
6021,14982,771,cardiotonic,Vulgarin
6022,15499,771,cardiotonic,Tetramethylpyrazine
6023,19009,771,cardiotonic,Fenugreekine
6024,1111,772,cardiotoxic,Chinese tannin
6025,3522,772,cardiotoxic,Potassium
6026,433,773,cardiovascular,
6027,453,773,cardiovascular,Theophylline
6028,567,773,cardiovascular,L-DOPA
6029,709,773,cardiovascular,(R)-Synephrine
6030,1512,773,cardiovascular,"1,2-Benzenediol"
6031,3969,773,cardiovascular,Nicotine
6032,5956,773,cardiovascular,Lignans
6033,8938,773,cardiovascular,
6034,12161,773,cardiovascular,Serotonin
6035,12599,773,cardiovascular,Histamine
6036,449,774,carminative,Piperine
6037,1522,774,carminative,alpha-Copaene
6038,2793,774,carminative,Anethole
6039,3241,774,carminative,Ethyl acetate
6040,9068,774,carminative,D-Camphor
6041,11675,774,carminative,Safrole
6042,12174,774,carminative,Eugenol
6043,12462,774,carminative,Methyl salicylate
6044,14502,774,carminative,(-)-Menthol
6045,14506,774,carminative,Ascaridole
6046,14515,774,carminative,5-Isopropyl-2-methylphenol
6047,14617,774,carminative,Carvone
6048,14798,774,carminative,2-Isopropyl-5-methylphenol
6049,14799,774,carminative,2-Isopropyl-5-methylphenol acetate
6050,14943,774,carminative,Linalool
6051,15020,774,carminative,Zingiberene
6052,2451,775,casein-kinase-II inhibitor,
6053,13724,776,caspase-3 inducer,
6054,15539,777,caspase-3 inhibitor,Chrysin
6055,12365,778,caspase-8 inducer,beta-Sitosterol
6056,15539,779,caspase-9 inhibitor,Chrysin
6057,2100,780,catabolic,Caffeine
6058,2440,780,catabolic,Tricin
6059,2536,780,catabolic,Quercetin 3-rutinoside
6060,2680,780,catabolic,Hesperidin
6061,11907,780,catabolic,Quercetin
6062,12167,780,catabolic,Levoglutamide
6063,12414,780,catabolic,Capsaicin
6064,954,781,cataractagenic,Naphthalene
6065,11679,781,cataractagenic,D-Glucitol
6066,693,782,catechol O-methyltransferase inhibitor,Diosmetin 7-rutinoside
6067,2536,782,catechol O-methyltransferase inhibitor,Quercetin 3-rutinoside
6068,2571,782,catechol O-methyltransferase inhibitor,Catechin
6069,2576,782,catechol O-methyltransferase inhibitor,
6070,11831,782,catechol O-methyltransferase inhibitor,Genistein
6071,11907,782,catechol O-methyltransferase inhibitor,Quercetin
6072,12255,782,catechol O-methyltransferase inhibitor,8-Hydroxygenistein
6073,12727,782,catechol O-methyltransferase inhibitor,Myricetin
6074,17121,782,catechol O-methyltransferase inhibitor,Epicatechin 3-gallate
6075,17707,782,catechol O-methyltransferase inhibitor,Epigallocatechin
6076,17709,782,catechol O-methyltransferase inhibitor,
6077,449,783,catecholaminogenic,Piperine
6078,1521,784,cathartic,Verbenalin
6079,2584,784,cathartic,Chrysophanol
6080,5956,784,cathartic,Lignans
6081,7456,784,cathartic,Asperuloside
6082,10858,784,cathartic,Rhein
6083,11679,784,cathartic,D-Glucitol
6084,13865,784,cathartic,Emodin
6085,14312,784,cathartic,Monotropein
6086,14827,784,cathartic,Physcion
6087,15470,784,cathartic,Aucubin
6088,14965,785,cerebrodepressant,(-)-3-Isothujone
6089,12161,786,cerebrophilic,Serotonin
6090,5753,787,cerebroprotective,
6091,10397,787,cerebroprotective,
6092,4644,788,cerebrostimulant,
6093,710,789,cerebrotonic,Choline
6094,1354,789,cerebrotonic,Smilagenin
6095,9779,790,cerebrotoxic,(±)-Menthone
6096,14301,790,cerebrotoxic,(R)-p-Menth-4(8)-en-3-one
6097,2166,792,cestodicide,Pelletierine
6098,453,793,cGMP inhibitor,Theophylline
6099,453,794,cGMP-phosphodiesterase inhibitor,Theophylline
6100,455,794,cGMP-phosphodiesterase inhibitor,Theobromine
6101,2100,794,cGMP-phosphodiesterase inhibitor,Caffeine
6102,1111,795,chelator,Chinese tannin
6103,9722,795,chelator,Lignin
6104,12295,795,chelator,Curcumin
6105,693,796,chemopreventive,Diosmetin 7-rutinoside
6106,847,796,chemopreventive,
6107,939,796,chemopreventive,1H-Indole-3-methanol
6108,1083,796,chemopreventive,Bromelains
6109,1141,796,chemopreventive,Inulin
6110,2096,796,chemopreventive,Boldine
6111,2451,796,chemopreventive,
6112,2536,796,chemopreventive,Quercetin 3-rutinoside
6113,2558,796,chemopreventive,Caffeic acid
6114,2582,796,chemopreventive,
6115,2593,796,chemopreventive,p-Coumaric acid
6116,5457,796,chemopreventive,Anthocyanins
6117,5818,796,chemopreventive,
6118,11941,796,chemopreventive,
6119,12226,796,chemopreventive,Biochanin A
6120,12295,796,chemopreventive,Curcumin
6121,12378,796,chemopreventive,Pterostilbene
6122,12678,796,chemopreventive,S-Allylcysteine
6123,13001,796,chemopreventive,Arjunolic acid
6124,13258,796,chemopreventive,Luteolin
6125,13570,796,chemopreventive,Limonene
6126,13705,796,chemopreventive,Geranial
6127,13724,796,chemopreventive,
6128,14300,796,chemopreventive,(R)-Limonene
6129,14616,796,chemopreventive,beta-Carotene
6130,14926,796,chemopreventive,"p-Mentha-1,8-dien-7-ol"
6131,15784,796,chemopreventive,Squalene
6132,17407,796,chemopreventive,"7-Methyl-3-methylene-1,6-octadiene"
6133,20515,796,chemopreventive,Allixin
6134,21462,796,chemopreventive,Pectic acid
6135,12303,797,chemopreventive inhibitor,Auraptene
6136,1083,798,chitinolytic,Bromelains
6137,1083,799,chitosanolytic,Bromelains
6138,963,800,cholagogue,Herniarin
6139,1108,800,cholagogue,(S)-[6]-Gingerol
6140,1514,800,cholagogue,"1,5-Dicaffeoylquinic acid"
6141,1897,800,cholagogue,Hexahydrocurcumin
6142,2558,800,cholagogue,Caffeic acid
6143,2582,800,cholagogue,
6144,2652,800,cholagogue,Daphnetin
6145,2744,800,cholagogue,Patuletin
6146,2774,800,cholagogue,Scoparone
6147,11707,800,cholagogue,(S)-[10]-Gingerol
6148,12295,800,cholagogue,Curcumin
6149,12396,800,cholagogue,Aceteugenol
6150,12708,800,cholagogue,Scopoletin
6151,12758,800,cholagogue,1-(4-Methylphenyl)ethanol
6152,12804,800,cholagogue,Ferulic acid
6153,14283,800,cholagogue,Luteolin 7-glucoside
6154,14419,800,cholagogue,alpha-Terpineol
6155,453,801,choleretic,Theophylline
6156,633,801,choleretic,Kaempferol
6157,662,801,choleretic,Gallic acid
6158,678,801,choleretic,(S)-Naringenin
6159,696,801,choleretic,Isofraxidin
6160,838,801,choleretic,Vanillin
6161,846,801,choleretic,Vanillic acid
6162,1014,801,choleretic,Nicotinic acid
6163,1094,801,choleretic,Umbelliferone
6164,1170,801,choleretic,(-)-Quinic acid
6165,1514,801,choleretic,"1,5-Dicaffeoylquinic acid"
6166,1897,801,choleretic,Hexahydrocurcumin
6167,2096,801,choleretic,Boldine
6168,2100,801,choleretic,Caffeine
6169,2536,801,choleretic,Quercetin 3-rutinoside
6170,2558,801,choleretic,Caffeic acid
6171,2582,801,choleretic,
6172,2593,801,choleretic,p-Coumaric acid
6173,2680,801,choleretic,Hesperidin
6174,2774,801,choleretic,Scoparone
6175,2775,801,choleretic,Aesculetin
6176,2776,801,choleretic,Aesculin
6177,2798,801,choleretic,Apigenin
6178,4091,801,choleretic,Atropine
6179,4524,801,choleretic,Kaempferol 3-rhamno-glucoside
6180,5339,801,choleretic,
6181,5845,801,choleretic,Plumbagin
6182,8740,801,choleretic,Benzoic acid
6183,8782,801,choleretic,3-Phenyl-2-propenal
6184,11887,801,choleretic,Quercitrin
6185,12055,801,choleretic,Cinnamic acid
6186,12174,801,choleretic,Eugenol
6187,12295,801,choleretic,Curcumin
6188,12708,801,choleretic,Scopoletin
6189,12729,801,choleretic,Myricetin 3-rhamnoside
6190,12804,801,choleretic,Ferulic acid
6191,12861,801,choleretic,Oleic acid
6192,13258,801,choleretic,Luteolin
6193,13277,801,choleretic,Thymoquinone
6194,13577,801,choleretic,(±)-Borneol
6195,14376,801,choleretic,Ursolic acid
6196,14423,801,choleretic,Crocetin
6197,14502,801,choleretic,(-)-Menthol
6198,14552,801,choleretic,alpha-Crocin
6199,14619,801,choleretic,"1,8-Cineole"
6200,16485,801,choleretic,Astragalin
6201,17395,801,choleretic,Turmerone
6202,1514,802,cholesterolytic,"1,5-Dicaffeoylquinic acid"
6203,3299,802,cholesterolytic,Hydroxyacetic acid
6204,10549,802,cholesterolytic,Myo-Inositol
6205,12245,802,cholesterolytic,Glyceric acid
6206,13570,802,cholesterolytic,Limonene
6207,2576,803,choline-sparing,
6208,683,804,cholinergic,Nobiletin
6209,710,804,cholinergic,Choline
6210,3969,804,cholinergic,Nicotine
6211,4182,804,cholinergic,Lithium
6212,8017,804,cholinergic,Irigenin
6213,19148,804,cholinergic,Phosphatidylcholine
6214,8782,805,chronotropic,3-Phenyl-2-propenal
6215,5728,806,cicatrizant,Gibberellins
6216,14419,806,cicatrizant,alpha-Terpineol
6217,22008,806,cicatrizant,
6218,14502,807,ciliotoxic,(-)-Menthol
6219,5753,808,circulatory stimulant,
6220,8782,808,circulatory stimulant,3-Phenyl-2-propenal
6221,10397,808,circulatory stimulant,
6222,565,809,circulotonic,alpha-Tocopherol
6223,1014,809,circulotonic,Nicotinic acid
6224,10397,809,circulotonic,
6225,2542,810,clastogenic,Bergapten
6226,2558,810,clastogenic,Caffeic acid
6227,2582,810,clastogenic,
6228,567,811,central nervous system active,L-DOPA
6229,655,811,central nervous system active,Liquiritigenin
6230,1514,811,central nervous system active,"1,5-Dicaffeoylquinic acid"
6231,2558,811,central nervous system active,Caffeic acid
6232,2582,811,central nervous system active,
6233,753,812,central nervous system depressant,Ethanol
6234,893,812,central nervous system depressant,Phenol
6235,2103,812,central nervous system depressant,Carpaine
6236,2166,812,central nervous system depressant,Pelletierine
6237,2542,812,central nervous system depressant,Bergapten
6238,2680,812,central nervous system depressant,Hesperidin
6239,2774,812,central nervous system depressant,Scoparone
6240,2798,812,central nervous system depressant,Apigenin
6241,3241,812,central nervous system depressant,Ethyl acetate
6242,3519,812,central nervous system depressant,
6243,4091,812,central nervous system depressant,Atropine
6244,8007,812,central nervous system depressant,trans-Isoasarone
6245,8302,812,central nervous system depressant,Acetone
6246,8549,812,central nervous system depressant,Methyleugenol
6247,8782,812,central nervous system depressant,3-Phenyl-2-propenal
6248,11675,812,central nervous system depressant,Safrole
6249,11864,812,central nervous system depressant,[6]-Shogaol
6250,11887,812,central nervous system depressant,Quercitrin
6251,12135,812,central nervous system depressant,Angelicin
6252,12171,812,central nervous system depressant,Scopolin
6253,12174,812,central nervous system depressant,Eugenol
6254,12617,812,central nervous system depressant,
6255,12647,812,central nervous system depressant,Piperidine
6256,12708,812,central nervous system depressant,Scopoletin
6257,12841,812,central nervous system depressant,Biphenyl
6258,12847,812,central nervous system depressant,Benzyl benzoate
6259,13865,812,central nervous system depressant,Emodin
6260,14376,812,central nervous system depressant,Ursolic acid
6261,14502,812,central nervous system depressant,(-)-Menthol
6262,14578,812,central nervous system depressant,Lactucin
6263,14595,812,central nervous system depressant,Lactupicrin
6264,14736,812,central nervous system depressant,Pyridine
6265,14943,812,central nervous system depressant,Linalool
6266,15539,812,central nervous system depressant,Chrysin
6267,21770,812,central nervous system depressant,beta-Sitosterol 3-O-beta-D-Glucuronopyranoside
6268,3840,813,central nervous system inhibitor,beta-Eudesmol
6269,8938,813,central nervous system inhibitor,
6270,3358,814,central nervous system paralytic,
6271,7360,814,central nervous system paralytic,Gentianine
6272,2712,815,central nervous system sedative,Maltol
6273,449,816,central nervous system stimulant,Piperine
6274,453,816,central nervous system stimulant,Theophylline
6275,455,816,central nervous system stimulant,Theobromine
6276,1053,816,central nervous system stimulant,Harmalol
6277,1512,816,central nervous system stimulant,"1,2-Benzenediol"
6278,1521,816,central nervous system stimulant,Verbenalin
6279,2089,816,central nervous system stimulant,(S)-Reticuline
6280,2100,816,central nervous system stimulant,Caffeine
6281,2582,816,central nervous system stimulant,
6282,4091,816,central nervous system stimulant,Atropine
6283,5845,816,central nervous system stimulant,Plumbagin
6284,7360,816,central nervous system stimulant,Gentianine
6285,8782,816,central nervous system stimulant,3-Phenyl-2-propenal
6286,9068,816,central nervous system stimulant,D-Camphor
6287,10582,816,central nervous system stimulant,2-Phenylethylamine
6288,11675,816,central nervous system stimulant,Safrole
6289,11798,816,central nervous system stimulant,Salidroside
6290,11932,816,central nervous system stimulant,Apiole
6291,12269,816,central nervous system stimulant,Adenine
6292,12708,816,central nervous system stimulant,Scopoletin
6293,12847,816,central nervous system stimulant,Benzyl benzoate
6294,13577,816,central nervous system stimulant,(±)-Borneol
6295,13795,816,central nervous system stimulant,Geraniol
6296,14502,816,central nervous system stimulant,(-)-Menthol
6297,14617,816,central nervous system stimulant,Carvone
6298,14619,816,central nervous system stimulant,"1,8-Cineole"
6299,14922,816,central nervous system stimulant,Carveol
6300,21770,816,central nervous system stimulant,beta-Sitosterol 3-O-beta-D-Glucuronopyranoside
6301,8231,817,central nervous system toxic,1-Pentanol
6302,13577,817,central nervous system toxic,(±)-Borneol
6303,1521,818,coagulant,Verbenalin
6304,11875,818,coagulant,Arachidonic acid
6305,12161,818,coagulant,Serotonin
6306,12360,818,coagulant,Phytomenadione
6307,1224,819,cold preventive,L-Ascorbic acid
6308,10454,820,coleopterifuge,Verbenone
6309,12592,821,coleoptophile,Dimethylamine
6310,14369,821,coleoptophile,
6311,1514,822,collagen-sparing,"1,5-Dicaffeoylquinic acid"
6312,2558,822,collagen-sparing,Caffeic acid
6313,2582,822,collagen-sparing,
6314,12147,822,collagen-sparing,Chicoric acid
6315,3103,823,collagenase inhibitor,Eicosapentaenoic acid
