id,compound_id,health_effect_id,orig_health_effect_name,orig_compound_name,orig_citation,citation,citation_type,created_at,updated_at,creator_id,updater_id,source_id,source_type
5017,12303,672,Antitumor (Colon crypts)|Antitumor (Mouth)|Antitumor (Skin),AURAPTENE,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,12303,Compound
5018,12365,672,Antitumor (Breast)|Antitumor (Cervix)|Antitumor (Lung),BETA-SITOSTEROL,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,12365,Compound
5019,12414,672,Antitumor (Lung),CAPSAICIN,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,12414,Compound
5020,12477,672,Antitumor,8-METHOXY-PSORALEN,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,12477,Compound
5021,12578,672,Antitumor,ELLAGIC-ACID,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,12578,Compound
5022,12589,672,Antitumor,CITRIC-ACID,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,12589,Compound
5023,12608,672,Antitumor,PSORALEN,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,12608,Compound
5024,12615,672,Antitumor,ERGOSTEROL,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,12615,Compound
5025,12678,672,Antitumor (Colon)|Antitumor (Liver),S-ALLYL-L-CYSTEINE,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,12678,Compound
5026,12681,672,Antitumor,CYSTEINE,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,12681,Compound
5027,12687,672,Antitumor,TIGOGENIN,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,12687,Compound
5028,12708,672,Antitumor,SCOPOLETIN,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,12708,Compound
5029,12725,672,Antitumor,BETA-SOLAMARINE,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,12725,Compound
5030,12804,672,Antitumor|Antitumor (Colon)|Antitumor (Forestomach)|Antitumor (Liver)|Antitumor (Skin),FERULIC-ACID,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,12804,Compound
5031,12816,672,Antitumor (Stomach),ALLYL-METHYL-TRISULFIDE,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,12816,Compound
5032,12847,672,Antitumor,BENZYL-BENZOATE,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,12847,Compound
5033,12860,672,Antitumor,SEDANOLIDE,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,12860,Compound
5034,12887,672,Antitumor,NIVEUSIN-C,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,12887,Compound
5035,13001,672,Antitumor,ARJUNOLIC-ACID,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,13001,Compound
5036,13037,672,Antitumor|Antitumor (Breast)|Antitumor (Colon)|Antitumor (Kidney)|Antitumor (Lung)|Antitumor (Pancreas),OLEANOLIC-ACID,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,13037,Compound
5037,13228,672,Antitumor,CUCURBITACIN-D,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,13228,Compound
5038,13229,672,Antitumor,CUCURBITACIN-I,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,13229,Compound
5039,13252,672,Antitumor|Antitumor (Cervix),CURDIONE,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,13252,Compound
5040,13258,672,Antitumor|Antitumor (brain)|Antitumor (Colon)|Antitumor (Kidney)|Antitumor (Lung)|Antitumor (Ovary)|Antitumor (Pancreas)|Antitumor (Skin)|Antitumor (Stomach)|Antitumor (Thyroid),LUTEOLIN,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,13258,Compound
5041,13403,672,Antitumor|Antitumor (brain)|Antitumor (Breast)|Antitumor (Lung)|Antitumor (Prostate),SELENIUM,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,13403,Compound
5042,13412,672,Antitumor,VERBASCOSIDE,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,13412,Compound
5043,13518,672,Antitumor,CUCURBITACIN-B,,DUKE,DATABASE,2012-04-10 14:18:40 UTC,2014-11-05 14:50:30 UTC,,,13518,Compound
5044,13521,672,Antitumor (Breast)|Antitumor (Stomach),UVAOL,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:30 UTC,,,13521,Compound
5045,13570,672,Antitumor|Antitumor (Breast)|Antitumor (Colon)|Antitumor (Pancreas)|Antitumor (Prostate)|Antitumor (Stomach),LIMONENE,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:30 UTC,,,13570,Compound
5046,13644,672,Antitumor,LUPEOL,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:30 UTC,,,13644,Compound
5047,13705,672,Antitumor (Colon)|Antitumor (Skin),GERANIAL,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:30 UTC,,,13705,Compound
5048,13724,672,Antitumor|Antitumor (Colon)|Antitumor (Liver)|Antitumor (Skin),CITRAL,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:30 UTC,,,13724,Compound
5049,13795,672,Antitumor|Antitumor (Pancreas),GERANIOL,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:30 UTC,,,13795,Compound
5050,13865,672,Antitumor (Breast),EMODIN,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:30 UTC,,,13865,Compound
5051,13947,672,Antitumor,SOLASODINE,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:30 UTC,,,13947,Compound
5052,14300,672,Antitumor (Breast)|Antitumor (Gastric),D-LIMONENE,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:30 UTC,,,14300,Compound
5053,14318,672,Antitumor,AR-TURMERONE,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:30 UTC,,,14318,Compound
5054,14376,672,Antitumor|Antitumor (brain)|Antitumor (Breast)|Antitumor (Cervix)|Antitumor (Colon)|Antitumor (Lung)|Antitumor (Ovary)|Antitumor (Stomach),URSOLIC-ACID,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,14376,Compound
5055,14578,672,Antitumor,LACTUCIN,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,14578,Compound
5056,14580,672,Antitumor (Cervix),BETA-ELEMENE,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,14580,Compound
5057,14616,672,Antitumor|Antitumor (Breast)|Antitumor (CNS)|Antitumor (Colon)|Antitumor (Lung)|Antitumor (Prostate)|Antitumor (Stomach),BETA-CAROTENE,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,14616,Compound
5058,14626,672,Antitumor,CUCURBITACIN-E,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,14626,Compound
5059,14664,672,Antitumor,BENZALDEHYDE,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,14664,Compound
5060,14817,672,Antitumor,CARNOSOL,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,14817,Compound
5061,14926,672,Antitumor (Breast)|Antitumor (Colon)|Antitumor (Pancreas)|Antitumor (Prostate),PERILLYL-ALCOHOL,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,14926,Compound
5062,14982,672,Antitumor,VULGARIN,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,14982,Compound
5063,15364,672,Antitumor,ALPHA-HUMULENE,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,15364,Compound
5064,15392,672,Antitumor|Antitumor (Colon)|Antitumor (Esophagus)|Antitumor (Intestine)|Antitumor (Liver)|Antitumor (Lung)|Antitumor (Stomach),DIALLYL-SULFIDE,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,15392,Compound
5065,15473,672,Antitumor,BETA-IONONE,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,15473,Compound
5066,15475,672,Antitumor (Breast)|Antitumor (Colon),LUTEIN,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,15475,Compound
5067,15539,672,Antitumor (Breast)|Antitumor (Colon),CHRYSIN,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,15539,Compound
5068,15589,672,Antitumor,ALPHA-AMYRIN,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,15589,Compound
5069,15622,672,Antitumor,COSTUNOLIDE,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,15622,Compound
5070,15626,672,Antitumor,NOBILIN,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,15626,Compound
5071,15627,672,Antitumor,3-DEHYDRONOBILIN,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,15627,Compound
5072,15629,672,Antitumor,TULIPINOLIDE,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,15629,Compound
5073,15735,672,Antitumor,CARYOPHYLLENE-OXIDE,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,15735,Compound
5074,15740,672,Antitumor,CARYOPHYLLENE,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,15740,Compound
5075,15784,672,Antitumor,SQUALENE,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,15784,Compound
5076,15793,672,Antitumor,BETULIN,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,15793,Compound
5077,15837,672,Antitumor|Antitumor (Bladder)|Antitumor (Breast)|Antitumor (Cervix)|Antitumor (Prostate),LYCOPENE,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,15837,Compound
5078,16342,672,Antitumor,ISOLIQUIRITIGENIN,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,16342,Compound
5079,16396,672,Antitumor,ISOQUERCITRIN,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,16396,Compound
5080,17119,672,Antitumor,RETUSIN,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,17119,Compound
5081,17355,672,Antitumor (Cervix),CURCUMOL,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,17355,Compound
5082,17709,672,Antitumor,(-)-EPIGALLOCATECHIN-GALLATE|EPIGALLOCATECHIN-GALLATE,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,17709,Compound
5083,17810,672,Antitumor (Lung),PHENETHYL-ISOTHIOCYANATE,,DUKE,DATABASE,2012-04-10 14:18:41 UTC,2014-11-05 14:50:31 UTC,,,17810,Compound
5084,19148,672,Antitumor (Lung),LECITHIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,19148,Compound
5085,19220,672,Antitumor,FALCARINOL,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,19220,Compound
5086,19872,672,Antitumor (Breast),ZEAXANTHIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,19872,Compound
5087,20515,672,Antitumor,ALLIXIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,20515,Compound
5088,21330,672,Antitumor (Stomach),ALLYL-METHYL-DISULFIDE,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,21330,Compound
5089,21462,672,Antitumor (Colon)|Antitumor (Prostate),PECTIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,21462,Compound
5090,21770,672,Antitumor,BETA-SITOSTEROL-D-GLUCOSIDE,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,21770,Compound
5091,21792,672,Antitumor,"1,10-EPOXYNOBILIN",,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,21792,Compound
5092,21832,672,Antitumor,"4,8""-BISCATECHIN",,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,21832,Compound
5093,565,673,Antitumor-Promoter,ALPHA-TOCOPHEROL,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,565,Compound
5094,633,673,Antitumor-Promoter,KAEMPFEROL,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,633,Compound
5095,662,673,Antitumor-Promoter,GALLIC-ACID,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,662,Compound
5096,678,673,Antitumor-Promoter,NARINGENIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,678,Compound
5097,838,673,Antitumor-Promoter,VANILLIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,838,Compound
5098,846,673,Antitumor-Promoter,VANILLIC-ACID,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,846,Compound
5099,1111,673,Antitumor-Promoter,TANNIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,1111,Compound
5100,2528,673,Antitumor-Promoter,ROBININ,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,2528,Compound
5101,2536,673,Antitumor-Promoter,RUTIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,2536,Compound
5102,2558,673,Antitumor-Promoter,CAFFEIC-ACID,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,2558,Compound
5103,2582,673,Antitumor-Promoter,CHLOROGENIC-ACID,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,2582,Compound
5104,2608,673,Antitumor-Promoter,DAIDZEIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,2608,Compound
5105,2679,673,Antitumor-Promoter,NEOHESPERIDIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,2679,Compound
5106,2829,673,Antitumor-Promoter,RHAMNETIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,2829,Compound
5107,3840,673,Antitumor-Promoter?,BETA-EUDESMOL,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,3840,Compound
5108,3954,673,Antitumor-Promoter,ISOIMPERATORIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,3954,Compound
5109,3992,673,Antitumor-Promoter,SHIKIMIC-ACID,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,3992,Compound
5110,5353,673,Antitumor-Promoter,TETRAHYDROCURCUMIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,5353,Compound
5111,5818,673,Antitumor-Promoter,"1,4-NAPHTHOQUINONE",,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,5818,Compound
5112,11907,673,Antitumor-Promoter,QUERCETIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,11907,Compound
5113,11919,673,Antitumor-Promoter,PABULENOL,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,11919,Compound
5114,11964,673,Antitumor-Promoter,BIS-DEMETHOXYCURCUMIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,11964,Compound
5115,11967,673,Antitumor-Promoter,DEMETHOXYCURCUMIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,11967,Compound
5116,12295,673,Antitumor-Promoter,CURCUMIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,12295,Compound
5117,12477,673,Antitumor-Promoter,XANTHOTOXIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,12477,Compound
5118,12608,673,Antitumor-Promoter,PSORALEN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,12608,Compound
5119,12670,673,Antitumor-Promoter,OXYPEUCEDANIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,12670,Compound
5120,12729,673,Antitumor-Promoter,MYRICITRIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,12729,Compound
5121,12755,673,Antitumor-Promoter,IMPERATORIN,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,12755,Compound
5122,12804,673,Antitumor-Promoter,FERULIC-ACID,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,12804,Compound
5123,13882,673,Antitumor-Promoter,PHLOROGLUCINOL,,DUKE,DATABASE,2012-04-10 14:18:42 UTC,2014-11-05 14:50:31 UTC,,,13882,Compound
5124,14300,673,Antitumor-Promoter,D-LIMONENE,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,14300,Compound
5125,14376,673,Antitumor-Promoter,URSOLIC-ACID,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,14376,Compound
5126,14423,673,Antitumor-Promoter,CROCETIN,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,14423,Compound
5127,14817,673,Antitumor-Promoter,CARNOSOL,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,14817,Compound
5128,16396,673,Antitumor-Promoter,ISOQUERCITRIN,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,16396,Compound
5129,847,674,Antitussive,PROTOCATECHUIC-ACID,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,847,Compound
5130,1083,674,Antitussive,BROMELAIN,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,1083,Compound
5131,1108,674,Antitussive,6-GINGEROL,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,1108,Compound
5132,1221,674,Antitussive,ARBUTIN,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,1221,Compound
5133,2711,674,Antitussive,HYPERIN|HYPEROSIDE,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,2711,Compound
5134,2751,674,Antitussive,NEVADENSIN,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,2751,Compound
5135,5348,674,Antitussive,GERMACRONE,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,5348,Compound
5136,11864,674,Antitussive,6-SHOGAOL,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,11864,Compound
5137,13258,674,Antitussive,LUTEOLIN,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,13258,Compound
5138,13639,674,Antitussive,AMYGDALIN,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,13639,Compound
5139,14419,674,Antitussive,TERPINEOL,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,14419,Compound
5140,14489,674,Antitussive,HCN,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,14489,Compound
5141,14515,674,Antitussive,CARVACROL,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,14515,Compound
5142,14604,674,Antitussive,TERPINEN-4-OL,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,14604,Compound
5143,14619,674,Antitussive,"1,8-CINEOLE",,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,14619,Compound
5144,14798,674,Antitussive,THYMOL,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,14798,Compound
5145,21462,674,Antitussive,PECTIN,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,21462,Compound
5146,882,675,Antitympanitic,SALICYLIC-ACID,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,882,Compound
5147,446,676,Antiulcer,TYROSINE,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,446,Compound
5148,484,676,Antiulcer,GLYCINE,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,484,Compound
5149,574,676,Antiulcer,PYRIDOXINE,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,574,Compound
5150,633,676,Antiulcer,KAEMPFEROL,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,633,Compound
5151,655,676,Antiulcer,LIQUIRITIGENIN,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,655,Compound
5152,678,676,Antiulcer,NARINGENIN,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,678,Compound
5153,693,676,Antiulcer,DIOSMIN,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,693,Compound
5154,1083,676,Antiulcer,BROMELAIN,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,1083,Compound
5155,1108,676,Antiulcer,6-GINGEROL,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,1108,Compound
5156,1111,676,Antiulcer,TANNIC-ACID|TANNIN,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,1111,Compound
5157,1224,676,Antiulcer,ASCORBIC-ACID,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,1224,Compound
5158,1613,676,Antiulcer,ALLANTOIN,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,1613,Compound
5159,2536,676,Antiulcer,RUTIN,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,2536,Compound
5160,2571,676,Antiulcer,(+)-CATECHIN|CATECHIN,,DUKE,DATABASE,2012-04-10 14:18:43 UTC,2014-11-05 14:50:31 UTC,,,2571,Compound
5161,2582,676,Antiulcer,CHLOROGENIC-ACID,,DUKE,DATABASE,2012-04-10 14:18:44 UTC,2014-11-05 14:50:31 UTC,,,2582,Compound
5162,2680,676,Antiulcer,HESPERIDIN,,DUKE,DATABASE,2012-04-10 14:18:44 UTC,2014-11-05 14:50:31 UTC,,,2680,Compound
5163,3730,676,Antiulcer,ZINC,,DUKE,DATABASE,2012-04-10 14:18:44 UTC,2014-11-05 14:50:31 UTC,,,3730,Compound
5164,3840,676,Antiulcer,BETA-EUDESMOL,,DUKE,DATABASE,2012-04-10 14:18:44 UTC,2014-11-05 14:50:31 UTC,,,3840,Compound
5165,4091,676,Antiulcer,ATROPINE,,DUKE,DATABASE,2012-04-10 14:18:44 UTC,2014-11-05 14:50:31 UTC,,,4091,Compound
5166,4093,676,Antiulcer,BETA-AMYRIN,,DUKE,DATABASE,2012-04-10 14:18:44 UTC,2014-11-05 14:50:31 UTC,,,4093,Compound
5167,4831,676,Antiulcer,AZULENE,,DUKE,DATABASE,2012-04-10 14:18:44 UTC,2014-11-05 14:50:31 UTC,,,4831,Compound
5168,5327,676,Antiulcer,AR-CURCUMENE,,DUKE,DATABASE,2012-04-10 14:18:44 UTC,2014-11-05 14:50:31 UTC,,,5327,Compound
5169,5348,676,Antiulcer,GERMACRONE,,DUKE,DATABASE,2012-04-10 14:18:44 UTC,2014-11-05 14:50:31 UTC,,,5348,Compound
5170,6368,676,Antiulcer,ELEMOL,,DUKE,DATABASE,2012-04-10 14:18:44 UTC,2014-11-05 14:50:31 UTC,,,6368,Compound
5171,8782,676,Antiulcer,CINNAMALDEHYDE,,DUKE,DATABASE,2012-04-10 14:18:44 UTC,2014-11-05 14:50:31 UTC,,,8782,Compound
5172,10529,676,Antiulcer,ZINGIBERONE,,DUKE,DATABASE,2012-04-10 14:18:44 UTC,2014-11-05 14:50:31 UTC,,,10529,Compound
5173,11831,676,Antiulcer?,GENISTEIN,,DUKE,DATABASE,2012-04-10 14:18:44 UTC,2014-11-05 14:50:31 UTC,,,11831,Compound
5174,11859,676,Antiulcer,HISTIDINE,,DUKE,DATABASE,2012-04-10 14:18:44 UTC,2014-11-05 14:50:31 UTC,,,11859,Compound
5175,11864,676,Antiulcer,6-SHOGAOL,,DUKE,DATABASE,2012-04-10 14:18:44 UTC,2014-11-05 14:50:31 UTC,,,11864,Compound
5176,11887,676,Antiulcer,QUERCITRIN,,DUKE,DATABASE,2012-04-10 14:18:44 UTC,2014-11-05 14:50:32 UTC,,,11887,Compound
5177,11906,676,Antiulcer,NORDIHYDROGUAIARETIC-ACID,,DUKE,DATABASE,2012-04-10 14:18:44 UTC,2014-11-05 14:50:32 UTC,,,11906,Compound
