id,name,description,chebi_name,chebi_id,created_at,updated_at,creator_id,updater_id,chebi_definition
754,cancer preventive,,antineoplastic agent,35610,2012-04-10 10:05:25 UTC,2015-10-27 17:51:52 UTC,,,A substance that inhibits or prevents the proliferation of neoplasms.
755,Candida-secreted-aspartyl-proteinase inhibitor,,inhibitor,35222,2012-04-10 10:05:25 UTC,2015-10-27 17:51:53 UTC,,,A substance that diminishes the rate of a chemical reaction.
756,candidicide,"Pertaining to an organism of the Candida genus, such as Candida albicans.
",,,2012-04-10 10:05:25 UTC,2015-11-11 02:32:18 UTC,,,
757,candidistat,"An agent inhibits growth of organisms of the genus Candida , such as Candida albicans.
",,,2012-04-10 10:05:25 UTC,2015-11-11 02:32:11 UTC,,,
758,capillarifortificant,"An agent that strengthens blood capilleries.
",,,2012-04-10 10:05:25 UTC,2015-11-11 02:32:16 UTC,,,
759,capillarigenic,"An agent that promotes formation, or proliferation of capillaries.
",,,2012-04-10 10:05:25 UTC,2015-11-11 02:32:14 UTC,,,
760,capillariprotective,"An agent that acts to alleviate or prevent certain conditions of the capillaries. An example is the protective effect of astaxanthin on capillary regression.
",,,2012-04-10 10:05:25 UTC,2015-11-11 02:32:11 UTC,,,
761,capillaritonic,,,,2012-04-10 10:05:25 UTC,2012-04-10 10:05:25 UTC,,,
762,carcinogenic,,carcinogenic agent,50903,2012-04-10 10:05:26 UTC,2015-10-27 17:51:54 UTC,,,"A role played by a chemical compound which is known to  induce a process of carcinogenesis  by corrupting  normal cellular pathways, leading to the acquistion of tumoral capabilities."
763,carcinostatic,,antineoplastic agent,35610,2012-04-10 10:05:26 UTC,2015-10-27 17:51:55 UTC,,,A substance that inhibits or prevents the proliferation of neoplasms.
764,cardiac,,cardiovascular drug,38070,2012-04-10 10:05:26 UTC,2015-10-27 17:51:56 UTC,,,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
765,cardioactive,,cardiovascular drug,38070,2012-04-10 10:05:26 UTC,2015-10-27 17:51:56 UTC,,,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
766,cardiodepressant,,cardiovascular drug,38070,2012-04-10 10:05:26 UTC,2015-10-27 17:51:57 UTC,,,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
767,cardiomyopathogenic,,cardiotoxic agent,50912,2012-04-10 10:05:26 UTC,2015-10-27 17:51:58 UTC,,,A role played by a chemical compound exihibiting itself through the ability to induce damage to the heart and cardiomyocytes.
768,cardioparalytic,,cardiovascular drug,38070,2012-04-10 10:05:26 UTC,2015-10-27 17:51:58 UTC,,,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
769,cardioprotective,,cardiovascular drug,38070,2012-04-10 10:05:26 UTC,2015-10-27 17:51:59 UTC,,,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
770,cardiosedative,,cardiovascular drug,38070,2012-04-10 10:05:26 UTC,2015-10-27 17:51:59 UTC,,,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
771,cardiotonic,,cardiovascular drug,38070,2012-04-10 10:05:26 UTC,2015-10-27 17:52:00 UTC,,,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
772,cardiotoxic,,cardiotoxic agent,50912,2012-04-10 10:05:26 UTC,2015-10-27 17:52:01 UTC,,,A role played by a chemical compound exihibiting itself through the ability to induce damage to the heart and cardiomyocytes.
773,cardiovascular,,cardiovascular drug,38070,2012-04-10 10:05:26 UTC,2015-10-27 17:52:01 UTC,,,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
774,carminative,"An herb or preparation intended to either prevent formation of gas in the gastrointestinal tract or facilitate the expulsion of said gas, thereby combatting flatulence.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:18 UTC,,,
775,casein-kinase-II inhibitor,,enzyme inhibitor,23924,2012-04-10 10:05:26 UTC,2015-10-27 17:52:02 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
776,caspase-3 inducer,"An apoptosis inducing agent that stimulates the activity of caspase-3, allowing it to interact with caspace-8 and caspace-9.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:18 UTC,,,
777,caspase-3 inhibitor,,protease inhibitor,37670,2012-04-10 10:05:26 UTC,2015-10-27 17:52:02 UTC,,,A compound which inhibits or antagonizes the biosynthesis or actions of proteases (endopeptidases).
778,caspase-8 inducer,"An apoptosis inducing agent that directly stimulates the activity of caspase-8, a member of the cysteine proteases, which are implicated in apoptosis and cytokine processing.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:18 UTC,,,
779,caspase-9 inhibitor,,protease inhibitor,37670,2012-04-10 10:05:26 UTC,2015-10-27 17:52:03 UTC,,,A compound which inhibits or antagonizes the biosynthesis or actions of proteases (endopeptidases).
780,catabolic,"A process, or reaction, that relesases energy which is used by anabolic reactions.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:10 UTC,,,
781,cataractagenic,"An agent that induces the formation of cataracts.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:12 UTC,,,
782,catechol O-methyltransferase inhibitor,,catechol O-methyltransferase inhibitor,48406,2012-04-10 10:05:26 UTC,2015-10-27 17:52:03 UTC,,,An EC 2.1.1.* (methyltransferase) inhibitor that interferes with the action of catechol O-methyltransferase (EC 2.1.1.6).
783,catecholaminogenic,"A chemical which functions to directly modulate the catecholamine systems in the body or brain. Examples include adrenergics and dopaminergics.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:10 UTC,,,
784,cathartic,,cathartic,75325,2012-04-10 10:05:26 UTC,2015-10-29 22:42:37 UTC,,,"Any substance that accelerates defecation. Compare with laxatives, which are substances that ease defecation (usually by softening faeces). A substance can be both a laxative and a cathartic."
785,cerebrodepressant,"An agent, or drug, that has a sedating effect on the brain, reducing activity and alertness and, in some instances, causing a loss of consciousness.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:16 UTC,,,
786,cerebrophilic,,,,2012-04-10 10:05:26 UTC,2012-04-10 10:05:26 UTC,,,
787,cerebroprotective,"An agent or mechanism that alleviates or prevents certain conditions of the brain. An example is the autoregulation of cerebral blood flow aimed at improving neuronal survival in a changing environment. 
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:11 UTC,,,
788,cerebrostimulant,"An agent, or drug, that causes an increase in activity of the central nervous system, providing a temporary sense of alertness and well-being as well as relief from fatigue.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:16 UTC,,,
789,cerebrotonic,"Relating to or resembling a personality type characterized by shyness, introspection, and emotional restraint, and often associated with an ectomorphic physique.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:19 UTC,,,
790,cerebrotoxic,,aetiopathogenetic role,52209,2012-04-10 10:05:26 UTC,2015-10-27 17:52:04 UTC,,,A role played by the molecular entity or part thereof which causes the development of a pathological process.
791,cerumenolytic,"An agent that softens serumen (earwax) for removal.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:15 UTC,,,
792,cestodicide,"An agent that kills cestoda, parasitic flatworms, of the phylum Platyhelminthes.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:13 UTC,,,
793,cGMP inhibitor,,inhibitor,35222,2012-04-10 10:05:26 UTC,2015-10-27 17:52:04 UTC,,,A substance that diminishes the rate of a chemical reaction.
794,cGMP-phosphodiesterase inhibitor,,enzyme inhibitor,23924,2012-04-10 10:05:26 UTC,2015-10-27 17:52:05 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
795,chelator,,chelator,38161,2012-04-10 10:05:26 UTC,2015-10-27 17:52:05 UTC,,,"A ligand with two or more separate binding sites that can bind to a single metallic central atom, forming a chelate."
796,chemopreventive,,antineoplastic agent,35610,2012-04-10 10:05:26 UTC,2015-10-27 17:52:07 UTC,,,A substance that inhibits or prevents the proliferation of neoplasms.
797,chemopreventive inhibitor,,inhibitor,35222,2012-04-10 10:05:26 UTC,2015-10-27 17:52:08 UTC,,,A substance that diminishes the rate of a chemical reaction.
798,chitinolytic,"Of, pertaining to, or relating to the enzyme converting chitin (a polysaccharide) into chitobiose (a disaccharide).
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:18 UTC,,,
799,chitosanolytic,"An agent, or enzyme, that catalyzes breakdown of chitosan.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:17 UTC,,,
800,cholagogue,"An agent that promotes the discharge of bile from the system, purging it downward.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:14 UTC,,,
801,choleretic,"An agent, or substance, that increases the volume of secretion of bile from the liver as well as the amount of solids secreted.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:17 UTC,,,
802,cholesterolytic,"An agent, or enzyme, that catalyzes breakdown of cholesterol.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:17 UTC,,,
803,choline-sparing,"An agent that prevents the excretion of cholin in urine, a water-soluble nutrient grouped within the B-complex vitamins.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:13 UTC,,,
804,cholinergic,,cholinergic drug,38323,2012-04-10 10:05:26 UTC,2015-10-27 17:52:08 UTC,,,"Any drug used for its actions on cholinergic systems. Included here are agonists and antagonists, drugs that affect the life cycle of acetylcholine, and drugs that affect the survival of cholinergic neurons."
805,chronotropic,"An agent, or drug, that change the heart rate by affecting the nerves controlling the heart, or by changing the rhythm produced by the sinoatrial node.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:16 UTC,,,
806,cicatrizant,"An agent that promotes healing through the formation of scar tissue. For example, sandalwood is a natural cicatrizant.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:14 UTC,,,
807,ciliotoxic,"An agent that is toxic to the cilia in the lungs.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:13 UTC,,,
808,circulatory stimulant,"An agent that increases blood flow to and from tissues and organs. Circulatory stimulants are an important part of holistic treatment helping the body to rectify imbalances by bringing nutrients to an area and taking away toxins.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:12 UTC,,,
809,circulotonic,,,,2012-04-10 10:05:26 UTC,2012-04-10 10:05:26 UTC,,,
810,clastogenic,"A mutagenic agent giving rise to or inducing disruption or breakages of chromosomes, leading to sections of the chromosome being deleted, added, or rearranged.
",,,2012-04-10 10:05:26 UTC,2015-11-11 02:32:10 UTC,,,
811,central nervous system active,,central nervous system drug,35470,2012-04-10 10:05:26 UTC,2015-10-27 17:52:09 UTC,,,A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system.
812,central nervous system depressant,,central nervous system drug,35470,2012-04-10 10:05:26 UTC,2015-10-27 17:52:09 UTC,,,A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system.
813,central nervous system inhibitor,,central nervous system drug,35470,2012-04-10 10:05:26 UTC,2015-10-27 17:52:10 UTC,,,A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system.
814,central nervous system paralytic,,central nervous system drug,35470,2012-04-10 10:05:26 UTC,2015-10-27 17:52:10 UTC,,,A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system.
815,central nervous system sedative,,central nervous system drug,35470,2012-04-10 10:05:26 UTC,2015-10-27 17:52:11 UTC,,,A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system.
816,central nervous system stimulant,,central nervous system drug,35470,2012-04-10 10:05:27 UTC,2015-10-27 17:52:11 UTC,,,A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system.
817,central nervous system toxic,,neurotoxic agent,50910,2012-04-10 10:05:27 UTC,2015-10-27 17:52:12 UTC,,,A poison that interferes with the functions of the nervous system.
818,coagulant,"An agent that causes blood or another liquid to coagulate.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:12 UTC,,,
819,cold preventive,"An agent, drug or nutritional factor, that prevents development of cold symptoms, such as congestion or body aches. 
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:16 UTC,,,
820,coleopterifuge,,pesticide,25944,2012-04-10 10:05:27 UTC,2015-10-27 17:52:12 UTC,,,"Strictly, a substance intended to kill pests. In common usage, any substance used for controlling, preventing, or destroying animal, microbiological or plant pests."
821,coleoptophile,"A substance able to kill or inhibit the activity of beetles. 
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:10 UTC,,,
822,collagen-sparing,,,,2012-04-10 10:05:27 UTC,2012-04-10 10:05:27 UTC,,,
823,collagenase inhibitor,,enzyme inhibitor,23924,2012-04-10 10:05:27 UTC,2015-10-27 17:52:13 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
824,collagenic,"An agent that stimulates production of collage, the fibrous protein constituent of bone, cartilage, tendon, and other connective tissue.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:15 UTC,,,
825,collyrium,"A lotion or liquid wash used as a cleanser for the eyes, particularly in diseases of the eye.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:10 UTC,,,
826,colorant,,dye,37958,2012-04-10 10:05:27 UTC,2012-04-10 10:05:27 UTC,,,
827,comedogenic,"An agent that causes blackheads by blocking the pores of the skin.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:12 UTC,,,
828,comedolytic,"An agent that resolves comedones or prevents the formation of new comedones (skin-coloured, small bumps (papules) frequently found on the forehead and chin of those with acne).
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:15 UTC,,,
829,congestant,"An agent that causes congestion, which is the act of gathering into a heap or mass (accumulation).
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:12 UTC,,,
830,contraceptive,,pharmaceutical,52217,2012-04-10 10:05:27 UTC,2015-10-27 17:52:14 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
831,controlled,"The behaviour of which is supervised or regulated.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:19 UTC,,,
832,convulsant,"An agent, or drug that induces convulsions and/or epileptic seizures, the opposite of an anticonvulsant. These drugs generally act as stimulants at low doses, but are not used for this purpose due to the risk of convulsions and consequent excitotoxicity.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:16 UTC,,,
833,copper antagonist,,antagonist,48706,2012-04-10 10:05:27 UTC,2015-10-27 17:52:14 UTC,,,Substance that attaches to and blocks cell receptors that normally bind naturally occurring substances.
834,copper chelator,,chelator,38161,2012-04-10 10:05:27 UTC,2015-10-27 17:52:15 UTC,,,"A ligand with two or more separate binding sites that can bind to a single metallic central atom, forming a chelate."
835,coronarydilator,"An agent, or drug, that dilates the coronary vessels.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:16 UTC,,,
836,corrosive,"A substance that destroys or damages other substances with which it comes into contact. It may attack a great variety of materials, including metals and various organic compounds, but people are mostly concerned with its effects on living tissue: it causes chemical burns on contact.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:10 UTC,,,
837,corticosterogenic,"An agent that stimulates the production of corticosterone, a 21-carbon steroid hormone of the corticosteroid type produced in the cortex of the adrenal glands in rodents and other non-human animals.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:16 UTC,,,
838,cosmetic,,cosmetic,64857,2012-04-10 10:05:27 UTC,2015-10-29 22:42:53 UTC,,,The role played by a substance in enhancing the appearance or odour of the human body; a name given to the substance itself or to a component of it.
839,counterirritant,"An agent that creates irritation or mild inflammation in one location with the goal of lessening discomfort and/or inflammation in another location.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:12 UTC,,,
840,cyclooxygenase-1 inhibitor,,cyclooxygenase 1 inhibitor,50630,2012-04-10 10:05:27 UTC,2015-10-27 17:52:16 UTC,,,A cyclooxygenase inhibitor that interferes with the action of cyclooxygenase 1.
841,cyclooxygenase-2 inhibitor,,cyclooxygenase 2 inhibitor,50629,2012-04-10 10:05:27 UTC,2015-10-27 17:52:16 UTC,,,A cyclooxygenase inhibitor that interferes with the action of cyclooxygenase 2.
842,crustacicide,"An agent that kills organisms of the subphylum Crustacea.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:13 UTC,,,
843,culicide,"An agent that destroys mosquitoes.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:12 UTC,,,
844,curare,"A plant extract alkaloid poison that inhibits the nicotinic acetylcholine receptor (nAChR), which is a subtype of acetylcholine receptor found at the neuromuscular junction. This causes weakness of the skeletal muscles and, when administered in a sufficient dose, eventual death by asphyxiation due to paralysis of the diaphragm.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:10 UTC,,,
845,cyanogenic,"An agent that stimulates producing hydrogen cyanide.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:15 UTC,,,
846,cyclin-B1 inhibitor,,inhibitor,35222,2012-04-10 10:05:27 UTC,2015-10-27 17:52:17 UTC,,,A substance that diminishes the rate of a chemical reaction.
847,cyclin-D1 inhibitor,,inhibitor,35222,2012-04-10 10:05:27 UTC,2015-10-27 17:52:18 UTC,,,A substance that diminishes the rate of a chemical reaction.
848,cyclooxygenase activator,"An agent that stimulates the activity of cyclooxygenase, an enzyme that is responsible for formation of prostanoids, including prostaglandins such as prostacyclin and thromboxane.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:15 UTC,,,
849,cyclooxygenase inhibitor,,cyclooxygenase inhibitor,35544,2012-04-10 10:05:27 UTC,2015-10-27 17:52:18 UTC,,,"A compound or agent that combines with cyclooxygenases (EC 1.14.99.1) and thereby prevents its substrate-enzyme combination with arachidonic acid and the formation of icosanoids, prostaglandins, and thromboxanes."
850,cytochrome-CYP1A1 inhibitor,,inhibitor,35222,2012-04-10 10:05:27 UTC,2015-10-27 17:52:19 UTC,,,A substance that diminishes the rate of a chemical reaction.
851,cytochrome-P450-1A1 inhibitor,,P450 inhibitor,50183,2012-04-10 10:05:27 UTC,2015-10-27 17:52:19 UTC,,,An enzyme inhibitor that interferes with the activity of cytochrome P450 involved in catalysis of organic substances.
852,cytochrome-P450-1A2 inhibitor,,P450 inhibitor,50183,2012-04-10 10:05:27 UTC,2015-10-27 17:52:20 UTC,,,An enzyme inhibitor that interferes with the activity of cytochrome P450 involved in catalysis of organic substances.
853,cytochrome-P450-2E1 inhibitor,,P450 inhibitor,50183,2012-04-10 10:05:27 UTC,2015-10-27 17:52:20 UTC,,,An enzyme inhibitor that interferes with the activity of cytochrome P450 involved in catalysis of organic substances.
854,cytochrome-p450 inducer,"An agent that stimulates the activity of cytochrome-p450 enzymes, hemoproteins that act for example as terminal oxidase enzymes in electron transfer chains.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:15 UTC,,,
855,cytochrome-P450 inhibitor,,P450 inhibitor,50183,2012-04-10 10:05:27 UTC,2015-10-27 17:52:21 UTC,,,An enzyme inhibitor that interferes with the activity of cytochrome P450 involved in catalysis of organic substances.
856,cytochrome-p488 inducer,"An agent that stimulates the activity of cytochrome-p488 enzymes, isoenzymes of cytochrome-p450.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:15 UTC,,,
857,cytoprotective,"An agent that protects cells from noxious chemicals or other stimuli.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:14 UTC,,,
858,cytostatic,"An agent that inhibits cell growth.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:12 UTC,,,
859,cytotoxic,,aetiopathogenetic role,52209,2012-04-10 10:05:27 UTC,2015-10-27 17:52:21 UTC,,,A role played by the molecular entity or part thereof which causes the development of a pathological process.
860,decalcifier,"An agent, or solution, that has the ability to remove calcium or calcium compounds form a target, such as bones or teeth.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:17 UTC,,,
861,decarboxylase inhibitor,,enzyme inhibitor,23924,2012-04-10 10:05:27 UTC,2015-10-27 17:52:22 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
862,decongestant,,nasal decongestant,77715,2012-04-10 10:05:27 UTC,2015-10-29 22:43:21 UTC,,,A drug used to relieve nasal congestion in the upper respiratory tract.
863,degranulant,"An agent that stimulates the loss or release of granules of a substance, typically as part of an immune reaction.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:16 UTC,,,
864,dehydrogenase inhibitor,,enzyme inhibitor,23924,2012-04-10 10:05:27 UTC,2015-10-27 17:52:22 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
865,deiodinase inhibitor,,enzyme inhibitor,23924,2012-04-10 10:05:27 UTC,2015-10-27 17:52:23 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
866,deliriant,"A class of hallucinogen that are unique in that, even with lower doses, they offer solid hallucinations which display themselves seamlessly into waking consciousness, similar to fully formed dreams or delusions.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:10 UTC,,,
867,delta9-desaturase inhibitor,,enzyme inhibitor,23924,2012-04-10 10:05:27 UTC,2015-10-27 17:52:23 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
868,demulcent,"An agent that forms a soothing film over a mucous membrane, relieving minor pain and inflammation of the membrane.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:12 UTC,,,
869,dentifrice,"An agent used along with a toothbrush to clean and polish natural teeth.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:16 UTC,,,
870,deodorant,"A substance that removes or conceals unpleasant smells, especially bodily odors.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:10 UTC,,,
871,depigmentor,"A pigment suppresing agent that has a lightening effect on skin.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:10 UTC,,,
872,depressant,"An agent, or drug that lowers neurotransmission levels, which is to depress or reduce arousal or stimulation, in various areas of the brain.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:16 UTC,,,
873,depressor,"A muscle whose contraction pulls down the part of the body to which it is attached, or a nerve whose stimulation results in a lowering of blood pressure.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:10 UTC,,,
874,dermal,,dermatologic drug,50177,2012-04-10 10:05:27 UTC,2015-10-27 17:52:24 UTC,,,A drug used to treat or prevent skin disorders or for the routine care of skin.
875,dermatitigenic,"An agent that causes inflammation of the skin (dermatitis).
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:12 UTC,,,
876,desmutagenic,"An agent, or compound, acting directly on a mutagen to decrease its mutagenicity.
",,,2012-04-10 10:05:27 UTC,2015-11-11 02:32:16 UTC,,,
877,detoxicant,,antidote,50247,2012-04-10 10:05:28 UTC,2015-10-27 17:52:24 UTC,,,Any protective agent counteracting or neutralizing the action of poisons.
878,diagnostic,,diagnostic agent,33295,2012-04-10 10:05:28 UTC,2015-10-29 22:43:25 UTC,,,A substance administered to aid diagnosis of a disease.
879,diaphoretic,"An agent, or drug, that induces perspiration.
",,,2012-04-10 10:05:28 UTC,2015-11-11 02:32:16 UTC,,,
880,differentiator,,,,2012-04-10 10:05:28 UTC,2012-04-10 10:05:28 UTC,,,
881,digestive,"An agent that aids with digestion, the breakdown of food into smaller and smaller components which can be absorbed and assimilated into the body.
",,,2012-04-10 10:05:28 UTC,2015-11-11 02:32:11 UTC,,,
882,disinfectant,,disinfectant,48219,2012-04-10 10:05:28 UTC,2015-10-29 22:43:27 UTC,,,An antimicrobial agent that is applied to non-living objects to destroy harmful microorganisms or to inhibit their activity.
883,diuretic,,diuretic,35498,2012-04-10 10:05:28 UTC,2015-10-27 17:52:25 UTC,,,An agent that promotes the excretion of urine through its effects on kidney function.
884,diabetic-macular-edema inhibitor,,inhibitor,35222,2012-04-10 10:05:28 UTC,2015-10-27 17:52:26 UTC,,,A substance that diminishes the rate of a chemical reaction.
885,DNA-active,,,,2012-04-10 10:05:28 UTC,2012-04-10 10:05:28 UTC,,,
886,DNA-binder,"An agent, or protein, that is composed of DNA-binding domains and thus has a specific or general affinity for either single or double stranded DNA.
",,,2012-04-10 10:05:28 UTC,2015-11-11 02:32:17 UTC,,,
887,DNA-protective,"An agent, such as a herbal extract, that ameliorates or prevents DNA damage in an organism.
",,,2012-04-10 10:05:28 UTC,2015-11-11 02:32:17 UTC,,,
888,DOPA-decarboxylase inhibitor,,enzyme inhibitor,23924,2012-04-10 10:05:28 UTC,2015-10-27 17:52:26 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
889,dopamine-adenylate-cyclase inhibitor,,enzyme inhibitor,23924,2012-04-10 10:05:28 UTC,2015-10-27 17:52:27 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
890,dopamine blocker,,dopaminergic agent,48560,2012-04-10 10:05:28 UTC,2015-10-27 17:52:27 UTC,,,"A drug used for its effects on dopamine receptors, on the life cycle of dopamine, or on the survival of dopaminergic neurons."
891,dopaminergic,,dopaminergic agent,48560,2012-04-10 10:05:28 UTC,2015-10-27 17:52:28 UTC,,,"A drug used for its effects on dopamine receptors, on the life cycle of dopamine, or on the survival of dopaminergic neurons."
892,copaminigenic,,dopaminergic agent,48560,2012-04-10 10:05:28 UTC,2015-10-27 17:52:28 UTC,,,"A drug used for its effects on dopamine receptors, on the life cycle of dopamine, or on the survival of dopaminergic neurons."
893,dye,,dye,37958,2012-04-10 10:05:28 UTC,2012-04-10 10:05:28 UTC,,,
894,ecbolic,"An agent that induces contractions of the uterus leading to expulsion of a fetus.
",,,2012-04-10 10:05:28 UTC,2015-11-11 02:32:12 UTC,,,
895,ectoparasiticide,,ectoparasiticide,38956,2012-04-10 10:05:28 UTC,2015-10-29 22:43:28 UTC,,,
896,edemagenic,"An agent that elicits edema by causing capillary damage but not the cellular response of true inflammation.
",,,2012-04-10 10:05:28 UTC,2015-11-11 02:32:12 UTC,,,
897,elastase inhibitor,,enzyme inhibitor,23924,2012-04-10 10:05:28 UTC,2015-10-27 17:52:29 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
898,embryotoxic,,aetiopathogenetic role,52209,2012-04-10 10:05:28 UTC,2015-10-27 17:52:30 UTC,,,A role played by the molecular entity or part thereof which causes the development of a pathological process.
899,emetic,"An agent that causes vomiting.
",,,2012-04-10 10:05:28 UTC,2015-11-11 02:32:12 UTC,,,
900,emmenagogue,"An agent, or herb, that stimulates blood flow in the pelvic area and uterus; some stimulate menstruation.
",,,2012-04-10 10:05:28 UTC,2015-11-11 02:32:17 UTC,,,
